,File.Name,first_author_ep,measured_in_time_series_data_ep,hypothesized_driver_of_change_ep,level_of_analysis_ep,increase_decrease_ep,method.of.estimating_ep,raw.stats_ep,author_nd,measured_in_time_series_data_nd,level_of_analysis_nd,hypothesized_driver_of_change_nd,method_of_estimating_nd,increase_decrease_nd,raw_stats_nd,notes_nd,first_author_ib,measured_in_time_series_data_ib,level_of_analysis_ib,hypothesized_driver_of_change_ib,increase_decrease_ib,method_of_estimating_ib,raw_stats_ib,help_needed_ib,first_author_ps,population.structure._ps,genetic.structure._ps,spatial.structure._ps,genomic.structure._ps,measured_in_time_series_data_ps,hypothesized_driver_of_change_ps,increase_decrease_ps,method_of_estimating_ps,raw_stats_ps,measured_in_time_series_data_gf,level_of_analysis_gf,hypothesized_driver_of_change_gf,increase_decrease_gf,method_of_estimating_gf,raw_stats_gf,author_selection,measured_in_time_series_data_selection,central_question_regarding_selection_selection,outcome_of_central_question_selection,selection_level_of_analysis_selection,selection_hypothesized_driver_of_change_selection.x,selection_method_of_estimating_selection,selection_candidate_gene_list_selection,selection_coefficent_overall_selection,selection_coefficent_meanofoutliers_selection,first_author_last_name_drift,measured_in_time_series_data_drift,level_of_analysis_drift,hypothesized_driver_of_change_drift,method_of_estimating_drift,did_drift_have_effect_drift,raw_stats_drift,help_needed_drift,notes_drift,Author_fst,measured_in_time_series_data_fst,level_of_analysis_fst,hypothesized_diver_of_change_fst,spacetime_or_time_fst,sliding_window_vs_entire_genome_fst,candidate_gene_list_fst,raw_stats_fst,first_auhtor_tajima,measured_in_time_series_data_tajima,level_of_analysis_tajima,hypothesized_driver_of_change_tajima,sliding_window_vs_entire_genome_tajima,raw_stats_tajima,canidate_gene_tajima,help_needed_tajima,first_author_mc,measured_in_time_series_data_mc,level_of_anaylsis_mc,hypothesized_driver_of_change_mc,increase_decrease_mc,method_of_estimating_mc,raw_stats_mc,help_needed_mc,order_parallel,parallel._parallel,author_parallel,measured_in_time_series_data_parallel,evidence_of_parallel_evolution_parallel,snp_evidence_parallel,gene_protein_evidence_parallel,parallel_diversity.change_parallel,notes_parallel,collectedmonth_paperinfo,doi_paperinfo,year_paperinfo,journal_paperinfo,volume_paperinfo,issue_paperinfo,dbs_paperinfo,authors_paperinfo,first_author_paperinfo,keywords_paperinfo,Title_paperinfo,Notes_paperinfo,Type_paperinfo,Study.system_paperinfo,Taxon_paperinfo,Driver.of.change_paperinfo,Data.type_paperinfo,Experimental.design_paperinfo,Time.scale.years_paperinfo,Time.scale.generations_paperinfo,File.Name.1_paperinfo,revised,Driver.of.change.std_paperinfo
104,10.1098_rspb.2022.1857.pdf,burny,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burney,yes,what is the impact of multiple stressors on ,multiple stressors have synergistic effects,multiple temporal,temperature and laboratory conditions,allele frequency changes,no,NA,NA,burny,yes,multiple_temporal,experimental evolution; temperature change,allele frequency change; fdr,yes,1% of allele frequency changes (per window) due to drift,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,Yes,burny,yes,partial,yes,NA,NA,"finds lots of convergence in temperature replicates, but where replicates don't have same adaptations its not clear if its an alternative solution or just drift (they call it drift) ",may,10.1098/rspb.2022.1857,2022,Proceedings of the Royal Society B: Biological Sciences,289,1985,er,Burny C.; Nolte V.; Dolezal M.; Schl√∂tterer C.,Burny,Drosophila melanogaster; experimental evolution; local adaptation; parallel evolution; temperature adaptation,genome-wide selection signatures reveal widespread synergistic effects of two different stressors in drosophila melanogaster,,article ,invertebrate,Drosophila melanogaster,experimental,reduced representation,experimental,NA,20,10.1098_rspb.2022.1857.pdf,experimental,experimental
105,10.1098_rstb.2022.0190.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reid,yes,Will parralel polygenic selection occur in atlantic cod in 2 separate populationsg in response to long-term intensive fishing pressure?,found evidence for parallel evolution,multiple_spatial & simulation,overfishing; anthropogenic,allele frequnecy change; convergent correlation stat,no,NA,NA,reid,no,NA,NA,NA,NA,NA,NA,NA,Reid,yes,multipe spatial; also simulation,fishing pressure; anthropogenic factors,spacetime,genomewide,no,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,Yes,reid,yes,yes,yes,NA,yes,find parallel changes in allele frequencies and linkage groups in different cod populations greater than expected by chance ,may,10.1098/rstb.2022.0190,2023,Philosophical Transactions of the Royal Society B: Biological Sciences,378,1881,er,Reid B.N.; Star B.; Pinsky M.L.,Reid,convergence; fisheries-induced evolution; parallel adaptation,detecting parallel polygenic adaptation to novel evolutionary pressure in wild populations: a case study in atlantic cod (gadus morhua),Time scale generation from https://www.fishbase.se/summary/gadus-morhua.html#:~:text=Generation%20time%3A%207.7%20(7.1%20%2D;based%20on%2057%20growth%20studies.,article ,vertebrate,Gadus morhua,natural evolution,simulation,historical,107,14,10.1098_rstb.2022.0190.pdf,anthropogenic,anthropogenic
106,10.1099_jgv.0.000258.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diaz,No,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,diaz,no,NA,NA,NA,NA,NA,NA,NA,NA,diaz,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,No,NA,NA,NA,NA,NA,NA,NA,august,10.1099/jgv.0.000258,2015,,NA,,,Diaz A.; Enomoto S.; Romagosa A.; Sreevatsan S.; Nelson M.; Culhane M.; Torremorell M.,Diaz,,Genome plasticity of triple-reassortant H1N1 influenza A virus during infection of vaccinated pigs,,article,virus,Influenza virus,host-pathogen,WGS,experimental,0.07692308 or 0.038356164,#N/A,10.1099_jgv.0.000258.pdf,host-pathogen,host-pathogen
107,10.1099_MGEN.0.000553.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leyn,yes,"How does e coli evolve in response to antibiotics, specifically triclosan?",missnese in fabI gene; candidate gene list,multiple_temporal,antibiotics,muller plots,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,Yes,leyn,yes,partial,yes,yes,NA,We have observed parallel evolution toward a single mechanism of robust TCS resistance; ll these trajectories converged within 4days into a limited number of solutions (Fig. 4) sharing one general mechanism of robust TCS resistance (up to 16-fold increase in IC90) driven by a range of adaptive amino acid substitutions in the vicinity of NAD/TCS-binding site of the known target enzyme enoyl- [ACP]-reductase Fab,august,10.1099/MGEN.0.000553,2021,,NA,,,Leyn S.A.; Zlamal J.E.; Kurnasov O.V.; Li X.; Elane M.; Myjak L.; Godzik M.; de Crecy A.; Garcia-Alcalde F.; Ebeling M.; Osterman A.L.,Leyn,,Experimental evolution in morbidostat reveals converging genomic trajectories on the path to triclosan resistance,,article,bacteria,Escherichia coli,experimental,poolseq,experimental,0.02191781,288,10.1099_MGEN.0.000553.pdf,host-pathogen,host-pathogen
108,10.1099_mgen.0.001170.pdf,aiewsakun,yes,epidemic,multiple_temporal,increase; peakiness with covid outbreak trends,mlskygrid function in the R package mlesky ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aiewsakun,No,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,No,NA,NA,NA,NA,NA,NA,NA,august,10.1099/mgen.0.001170,2023,,NA,,,Aiewsakun P.; Jamsai B.; Phumiphanjarphak W.; Sawaengdee W.; Palittapongarnpim P.; Mahasirimongkol S.,Aiewsakun,,Spatiotemporal evolution of SARS-CoV-2 in the Bangkok metropolitan region; Thailand; 2020‚Äì2022: implications for future outbreak preparedness,,article,virus,Covid-19 virus,host-pathogen,WGS,historical,3 or 1.8,131.4,10.1099_mgen.0.001170.pdf,host-pathogen,host-pathogen
109,10.1111_1755-0998.13167.pdf,gauthier,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,decreased,NA,NA,gauthier,yes,multiple_spatial,habitat fragmentation; inbreeding depression; pesticide; climate change; anthropogenic,decrese,"Hs, Fis",see notes doc,NA,Gauthier,Yes,Yes,No,No,yes,habitat loss; anthropogenic,increase,Rousset's Fst [Isolation by distance] and admixture,see doc,yes,multiple_spatial; multiple_temporal,population decline; anthropogenic,decrease,genetic differentiation between populations (FST/1 − FST) and the log-transformed geographical distance (log(distance)),"(Figure in doc) In contrast, a more marked pattern of spatial structuring was retrieved in the IBD analysis, revealing a varying correlation between genetic and geographical distances over time (Figure 7). Before 1950, no correlation between genetic and geographical distances was found in any of the two species investigated. Between the 1950s and the 2000s, a significant correlation between genetic and geographical distances was found for E. embla.",gauthier,no,NA,NA,NA,NA,NA,NA,NA,NA,gauthier,yes,multiple_temporal,habitat fragmentation; anthropogenic change,gene diversity; allele fixation,yes,Increase in fixed alleles and decreased in genetic diversity over 70 year period,NA,NA,Gauthier,yes,multiple spatial,"habitat loss, anthropogenic",spacetime,genomewide,no,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,Yes,gauthier,no,NA,NA,NA,NA,NA,august,10.1111/1755-0998.13167,2020,,NA,,,Gauthier; Jeremy; Pajkovic; Mila; Neuenschwander; Samuel; Kaila; Lauri; Schmid; Sarah; Orlando; Ludovic; Alvarez; Nadir,Gauthier,,Museomics identifies genetic erosion in two butterfly species across the 20th century in Finland,,article,invertebrate,Erebia embala; Lycaena helle,anthropogenic,reduced representation,historical,106,50-100,10.1111_1755-0998.13167.pdf,anthropogenic,anthropogenic
110,10.1111_1755-0998.13837.pdf,novo,yes,experimental,multiple_inferred,test of method for inferring historical Ne,GONE; census,NA,NA,NA,NA,NA,NA,NA,NA,NA,novo,yes,multiple_temporal,bottleneck; experimental evolution,NA,Ne,NA,Yes,Novo,Yes,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,novo,no,NA,NA,NA,NA,NA,NA,NA,NA,novo,no,NA,NA,NA,NA,NA,NA,applications for drift but not estimating drift,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,No,NA,NA,NA,NA,NA,NA,NA,may,10.1111/1755-0998.13837,2023,MOL ECOL RESOUR,23,7,NA NA wos,Novo; I; P√©rez-Pereira; N; Santiago; E; Quesada; H; Caballero; A,Novo,effective population size; genetic drift; inbreeding; SNPs,an empirical test of the estimation of historical effective population size using drosophila melanogaster,,article,invertebrate,Drosophila melanogaster,experimental,WGS,experimental,NA,15,10.1111_1755-0998.13837.pdf,experimental,experimental
111,10.1111_cobi.13889.pdf,marshall,yes,reintroduction,multiple_temporal,increase,LD method in NeEstimator V2.1,spring 2014 24 [8.6-infinite]; autumn 2017 278 [102.7 - infinite]; autumn 2018 356 180.4-4713.8]; summer 2018/19 778 [387.7 - 36063.4]; wild-caught breeders 392.1 [73.7 - infinite]; single cohort F1 30.6 [26.7 - 35.1]; single cohort F2 12.3 [7.9 - 21.3]; spring 2015 infinite; autumn 2019 infinite,NA,NA,NA,NA,NA,NA,NA,NA,marshall,yes,multiple_spatial,conservation breeding; reintroduction; anthropogenic,none; genome diversity and inbreeding maintained low levels,"PCA, Fst, Inbreeding coefficent",see notes doc,NA,Marshall,Yes,No,No,No,yes,reintroduction; in situ conservation; anthropogenic,no change,"PCA, Fst, and admixture",see doc,yes,multiple_spatial; multiple_temporal,reintroduction; anthropogenic,increase,Admixture (Alexander et all 2009),"Accordingly, the Admixture results are consistent with historical admixture downstream but none in an upstream direction (Supporting Information), a hypothesis statistically inferred in an MDB-wide population genetic study of southern pygmy perch based on a larger sample (578 individuals and 45 localities) (Cole et al., 2016).",marshall,no,NA,NA,NA,NA,NA,NA,NA,NA,marshall,no,NA,NA,NA,NA,NA,NA,NA,Marshall,yes,multiple temporal,"reinintroduction, in situ conservation; anthropogenic",,,no,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,No,NA,NA,NA,NA,NA,NA,NA,august,10.1111/cobi.13889,2022,,NA,,,Marshall; Imogen R.; Brauer; Chris J.; Wedderburn; Scotte D.; Whiterod; Nick S.; Hammer; Michael P.; Barnes; Thomas C.; Attard; Catherine R. M.; Moeller; Luciana M.; Beheregaray; Luciano B.,Marshall,,Longitudinal monitoring of neutral and adaptive genomic diversity in a reintroduction,,article,vertebrate,Nannoperca australis,anthropogenic,WGS,repeated,11,6.111111111,10.1111_cobi.13889.pdf,anthropogenic,anthropogenic
112,10.1111_eva.12594.pdf,NA,NA,NA,NA,NA,NA,NA,wales,yes,multiple_spatial,domestication,pi,decreased,modern cultivar pi = 0.0091; ethnographic = 0.0127,Their groups are confusing: decided to compare modern cultivars with ethnographic samples from early 1900s- span of age is therefore around 100 years ,wales,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wales,no,NA,NA,NA,NA,NA,NA,NA,NA,wales,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,Yes,wales,no,NA,NA,NA,NA,NA,may,10.1111/eva.12594,2019,EVOL APPL,12,1,NA NA wos,Wales; N; Akman; M; Watson; RHB; Barreiro; FS; Smith; BD; Gremillion; KJ; Gilbert; MTP; Blackman; BK,Wales,ancient DNA; archaeobotany; domestication; genetic bottleneck; Helianthus annuus; paleogenomics; plant evolution; sunflower,ancient dna reveals the timing and persistence of organellar genetic bottlenecks over 3;000 years of sunflower domestication and improvement,,article,plant,Helianthus annuus,domestication; anthropogenic,poolseq,historical,"3,100",,10.1111_eva.12594.pdf,anthropogenic,anthropogenic
113,10.1111_eva.13656.pdf,howe,yes,domestication; anthropogenic,multiple_temporal,decrease,linkage disequilibrium method implemented in NeEstimator v2.1,see notes file,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Howe,Yes,No,No,No,yes,rearing in hatchery; captive breeding; anthropogenic,no change,PCA and pairwise Fst,see doc,NA,NA,NA,NA,NA,NA,Howe,yes,To what extent does domestication selection act on the salmon genome?,Domestication selection has a significant impact on the genome and can cause farm raised salmons to be significantly different from their wild counter parts in just a few generations,multiple_spatial,domestication; farming; anthropogenic,Fst; local scores; fischer's exact test,no,NA,NA,howe,no,NA,NA,NA,NA,NA,NA,NA,Howe,yes,multiple spatial,rearing in hatchery; captive breeding; anthropogenic,spacetime,genomewide,yes,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Yes,howe,yes,no,yes,NA,no,"one region showed parallel genomic differentiation, but no enriched go terms were found in the peaks, suggesting different genes under selection",may,10.1111/eva.13656,2024,EVOL APPL,17,2,NA NA wos,Howe; NS; Hale; MC; Waters; CD; Schaal; SM; Shedd; KR; Larson; WA,Howe,domestication selection; hatchery; low-coverage whole-genome sequencing; rapid adaptation; salmon; Southeast Alaska,genomic evidence for domestication selection in three hatchery populations of chinook salmon; oncorhynchus tshawytscha,,article ,vertebrate,Oncorhynchus tshawytscha,domestication; anthropogenic,WGS,historical,32,9,10.1111_eva.13656.pdf,anthropogenic,anthropogenic
114,10.1111_evo.12849.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phillips,yes,Does selection to glucose systematically increase lactose evolvaability?,yes,multiple_temporal,nutrient limitation; experimental,novel mutation identification,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,No,NA,NA,NA,NA,NA,NA,NA,may,10.1111/evo.12849,2016,EVOLUTION,70,2,NA scopus wos,Phillips K.N.; Castillo G.; W√ºnsche A.; Cooper T.F.,Phillips,Adaptation; Evolvability; Experimental evolution,adaptation of escherichia coli to glucose promotes evolvability in lactose,,article,bacteria,Escherichia coli,experimental,WGS,experimental,NA,3000,10.1111_evo.12849.pdf,experimental,experimental
115,10.1111_gcb.17126.pdf,benham,yes,habitat loss; urbanization; anthropogenic,multiple_inferred,"decrease; potenial for slight expansion in Bay Area, compared 3 populations and models from historic and moden samples, varying patterns",GADMA2,NA,benham,yes,multiple_spatial,habitat loss,pi,decreased; no change,"change in pi  from historic to now across pops: -0.0000102, -0.0000582, -0.0000207, 3.9E-06, 0.0000138",also calculated watterson's theta; data extracted from fig. s5 with web plot digitizer focusing on subsampled comparison,benham,NA,NA,NA,NA,NA,NA,NA,Benham,Yes,No,No,No,yes,"coastal habitat loss; urbanization, agriculture, and mining; anthropogenic",decrease,PCA and admixture,see doc,yes,multiple_spatial; multiple_temporal,habitat loss; popluation decline; anthropogenic,increase,DyStruct (similar to Admixture),"temporal variation in population structure, with modern birds from the central and northern California	coast	exhibiting	a	17%	(Morro	Bay)	to	64%	(Humboldt	Bay)	increase in the proportion of ancestry shared with inland eastern California birds. These temporal changes point to a recent increase in the level of gene flow from inland eastern California populations into coastal populations.",benham,yes,Do alleles associated with local adaptation to tidal marshes resist gene flow from inland populations? / does selection prevent gene flow?,no,multiple_temporal,gene flow resulting from urbanization; anthropogenic,test for correlation between historical deviation in allele frequency and change in allele frequency through time for each SNP,,NA,NA,benham,yes,multiple_temporal,habitat destruction; anthropogenic,allele frequency change,no,found gene flow more likely driver of results than drift,NA,NA,Benham,yes,multiple spatial,"coastal habitat loss; urbanization, agriculture, and mining; anthropogenic",spacetime,both,,see doc,benham,yes,multiple_spatial,habitat degredation; anthropogenic,sliding window,see notes doc,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,Yes,benham,no,NA,NA,NA,NA,NA,august,10.1111/gcb.17126,2024,,NA,,,Benham; Phred M.; Walsh; Jennifer; Bowie; Rauri C. K.,Benham,,Spatial variation in population genomic responses to over a century of anthropogenic change within a tidal marsh songbird,,article,vertebrate,Passerculus sandwichensis,anthropogenic,reduced representation,historical,128,48,10.1111_gcb.17126.pdf,anthropogenic,anthropogenic
116,10.1111_jam.15806.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,No,NA,NA,NA,NA,NA,NA,NA,may,10.1111/jam.15806,2022,Journal of Applied Microbiology,133,6,NA scopus NA,Wassenaar T.M.; Wanchai V.; Ussery D.W.,Wassenaar,evolution; Monkeypox virus; outbreak; repeat; single nucleotide polymorphism,comparison of monkeypox virus genomes from the 2017 nigeria outbreak and the 2022 outbreak,generation time of 12.5 days sourced from: 10.3201/eid2810.221126,article,virus,Mpox virus,host-pathogen,WGS,historical,57,1664.4,10.1111_jam.15806.pdf,host-pathogen,host-pathogen
117,10.1111_jeb.13764.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selveshwari,yes,Will the same selective pressue result in different evolutionary responses?,"Some genes are shared between lines, but changing the selective pressue at different physiological states lead to different genes evolving",multiple_spatial,UV; different growth phases; experimental evolution,dN/dS; functional grouping of mutations,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,Yes,selveshwari,yes,partial,NA,yes,NA,"experimental evolution of ecoli at two different growth phases; similar genes mutated in both treatments, but different functional groups ",may,10.1111/jeb.13764,2021,Journal of Evolutionary Biology,34,6,er,Selveshwari S.; Lele K.; Dey S.,Selveshwari,antibiotic resistance; evolve and resequence; exponential phase; lag phase; UV damage,genomic signatures of uv resistance evolution in escherichia coli depend on the growth phase during exposure,,article,bacteria,Escherichia coli,experimental,poolseq,experimental,NA,"7,200",10.1111_jeb.13764.pdf,experimental,experimental
118,10.1111_jeb.14152.pdf,johnson,no,NA,NA,NA,NA,NA,johnson,yes,multiple_temporal,drought; experimental evolution,pi,no change,"pi = 0.0105 � 0.0040 in ancestral, 0.0104 � 0.0040 in drought, and 0.0104 � 0.0040 in water treatments",NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,johnson,yes,Is evolution in response to drought parallel?,no,multiple_temporal,drought; experimental,SNP frequency shifts; BayPass,yes,NA,NA,johnson,no,NA,NA,NA,NA,NA,NA,acknowledges that drift may have played a roll but doesn't say how much ,,,,,,,,,johnson,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,126,Yes,johnson,yes,no,no,partial,NA,"some changes in similar stress genes, but largely little overlap in snps",may,10.1111/jeb.14152,2023,Journal of Evolutionary Biology,36,3,er,Johnson S.E.; Tittes S.; Franks S.J.,Johnson,Brassica rapa; drought adaptation; experimental evolution; parallel evolution; rapid evolution; resurrection approach,rapid; nonparallel genomic evolution of brassica rapa (field mustard) under experimental drought,,article,plant,Brassica rapa,experimental,reduced representation,experimental,NA,6,10.1111_jeb.14152.pdf,anthropogenic,anthropogenic
119,10.1111_mec.12260.pdf,therkildsen,yes,fisheries; temperature; anthropogenic,multiple_spatial,NA,pseudo-likelihood estimator of Wang (2001) in MNE2,see notes file,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Therkildsen,Yes,Yes,Yes,No,yes,overfishing; anthropogenic,no change,Fsc,"Fsc= -0.01 ""However, our analysis of nonoutlier loci—which should reflect neutral evolution- ary forces—revealed temporally stable spatial differenti- ation between the sampling locations, indicating that the overall population structure has remained intact over the study period.""",NA,NA,NA,NA,NA,NA,therkildsen,yes,What genomic signatures are detected over time; are they parallel between populations,candidate gene list,multiple_temporal,overfishing; anthropogenic,bayescan; Fdist,yes,NA,NA,therkildsen,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,Therkildsen,yes,multiple temporal,overfishing; anthropogenic,spacetime,genomewide,yes,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,Yes,therkildsen,yes,no,no,NA,NA,snp changes were largely non parallel,may,10.1111/mec.12260,2013,MOL ECOL,22,9,NA scopus wos,Therkildsen N.O.; Hemmer-Hansen J.; Als T.D.; Swain D.P.; Morgan M.J.; Trippel E.A.; Palumbi S.R.; Meldrup D.; Nielsen E.E.,Therkildsen,fisheries-induced evolution; Gadus morhua; genome scan; historical DNA; selection; temporal,microevolution in time and space: snp analysis of historical dna reveals dynamic signatures of selection in atlantic cod,,article,vertebrate,Gadus morhua,anthropogenic,reduced representation,natural evol,80,9,10.1111_mec.12260.pdf,anthropogenic,anthropogenic
120,10.1111_mec.13615.pdf,NA,NA,NA,NA,NA,NA,NA,franks,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Franks,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,franks,yes,Evolution of Brassica rapa in response to drought,candidate gene list,multiple_temporal,drought,fst; tajima's d,yes,NA,NA,franks,no,NA,NA,NA,NA,NA,NA,acknowledges that drift may have played a roll but doesn't say how much ,Franks,yes,multiple spatial,drought; climate change,spacetime,both,yes,see doc,franks,yes,multiple_spatial,drought; climate change; anthropogenic,sliding window,see notes doc,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,Yes,franks,yes,no,no,no,NA,"Allele frequencies did not shift in parallel between the two populations for these 11 genes more than expected by chance (Pearson correlation r = 0.03, P = 0.85; Fig. 3b). ; few parallel genes under selection",may,10.1111/mec.13615,2016,MOL ECOL,25,15,NA scopus wos,Franks S.J.; Kane N.C.; O'Hara N.B.; Tittes S.; Rest J.S.,Franks,adaptation; Brassica rapa; climate change; contemporary evolution; natural selection; population genomics; rapid evolution,rapid genome-wide evolution in brassica rapa populations following drought revealed by sequencing of ancestral and descendant gene pools,generation time 24 days from 10.1111/j.1558-5646.1995.tb04439.x,article,plant,Brassica rapa,natural evolution,poolseq,historical,7,106.45,10.1111_mec.13615.pdf,anthropogenic,anthropogenic
